Datetime,Open,High,Low,Close,Volume,Previous_Close,Gap,SMA_20,EMA_12,RSI,MACD,Signal,Upper_BB,Lower_BB,Volume_MA_20
2024-07-15 09:30:00-04:00,562.01,562.23,561.97,562.11,622730.0,559.91,2.1000000000000227,559.809,560.0807376173647,77.23214285714336,-0.004090716548034834,-0.21752668370274636,561.0485567968339,558.5694432031661,729010.05
2024-07-15 09:30:00-04:00,562.01,562.23,561.97,562.11,622730.0,562.11,-0.10000000000002274,559.952,560.3929318300778,77.23214285714336,0.15809078015865907,-0.14240319093046527,561.5329071346443,558.3710928653556,732172.6
2024-07-15 09:31:00-04:00,562.12,562.17,561.92,562.1,171823.0,562.11,0.009999999999990905,560.079,560.6555577023736,73.03664921465995,0.28255673022624705,-0.057411206699122815,561.9148523045609,558.243147695439,708367.35
2024-07-15 09:31:00-04:00,562.12,562.17,561.92,562.1,171823.0,562.1,0.01999999999998181,560.206,560.8777795943162,73.03664921465995,0.3768527682537979,0.029441588291461325,562.2322321787148,558.1797678212853,684562.1
2024-07-15 09:32:00-04:00,562.1,562.17,561.99,562.04,107239.0,562.1,0.0,560.333,561.0565827336521,79.94269340974087,0.4416504872981477,0.11188336809279861,562.4872721325331,558.1787278674668,665444.1
2024-07-15 09:32:00-04:00,562.1,562.17,561.99,562.04,107239.0,562.04,0.06000000000005912,560.46,561.2078776977056,79.94269340974087,0.48738487700745736,0.18698366987573037,562.7050694515012,558.2149305484988,646326.1
2024-07-15 09:33:00-04:00,562.03,562.26,561.97,562.23,139015.0,562.04,-0.009999999999990905,560.588,561.3651272826739,87.90560471976491,0.5328191153607804,0.25615075897274037,562.9331055413268,558.2428944586732,630367.8
2024-07-15 09:33:00-04:00,562.03,562.26,561.97,562.23,139015.0,562.23,-0.20000000000004547,560.716,561.4981846238011,87.90560471976491,0.5623437281407178,0.31738935280633584,563.1286194543572,558.3033805456428,614409.5
2024-07-15 09:34:00-04:00,562.22,562.32,562.17,562.29,120380.0,562.23,-0.009999999999990905,560.8135,561.6200023739856,92.40121580547104,0.5838533965222723,0.37068216154952316,563.3179993196388,558.3090006803611,597834.25
2024-07-15 09:34:00-04:00,562.22,562.32,562.17,562.29,120380.0,562.29,-0.06999999999993634,560.911,561.7230789318339,92.40121580547104,0.5940521008493533,0.41535614940948923,563.4886439670793,558.3333560329206,581259.0
2024-07-15 09:35:00-04:00,562.29,562.36,562.15,562.17,119850.0,562.29,0.0,561.0219999999999,561.7918360192441,94.11764705882187,0.5857000646287815,0.44942493245334775,563.6165416388562,558.4274583611436,560420.85
2024-07-15 09:35:00-04:00,562.29,562.36,562.15,562.17,119850.0,562.17,0.12000000000000455,561.133,561.8500150932065,94.11764705882187,0.5724818018959468,0.4740363063418676,563.7243873544927,558.5416126455074,539582.7
2024-07-15 09:36:00-04:00,562.17,562.28,562.14,562.25,89321.0,562.17,0.0,561.2625,561.9115512327131,93.0147058823513,0.5619833703885888,0.4916257191512119,563.8022958890174,558.7227041109827,518696.75
2024-07-15 09:36:00-04:00,562.17,562.28,562.14,562.25,89321.0,562.25,-0.08000000000004093,561.392,561.9636202738342,93.0147058823513,0.5473537346448438,0.5027713222499383,563.8505798211202,558.9334201788799,497810.8
2024-07-15 09:37:00-04:00,562.25,562.26,562.06,562.21,114905.0,562.25,0.0,561.5275,562.0015248470904,58.92857142857251,0.52646323672991,0.5075097051459326,563.841492903592,559.2135070964081,479009.75
2024-07-15 09:37:00-04:00,562.25,562.26,562.06,562.21,114905.0,562.21,0.03999999999996362,561.663,562.033597947538,58.92857142857251,0.5040964564634578,0.5068270554094377,563.7866522661092,559.5393477338908,460208.7
2024-07-15 09:38:00-04:00,562.2,562.48,562.18,562.47,76937.0,562.21,-0.009999999999990905,561.8205,562.1007367248399,72.83950617283813,0.5015686775485619,0.5057753798372626,563.660837211659,559.9801627883411,437270.45
2024-07-15 09:38:00-04:00,562.2,562.48,562.18,562.47,76937.0,562.47,-0.2699999999999818,561.978,562.1575464594799,72.83950617283813,0.493872341617589,0.503394772193328,563.4114882005236,560.5445117994763,414332.2
2024-07-15 09:39:00-04:00,562.46,562.73,562.42,562.72,98947.0,562.47,-0.009999999999990905,562.1184999999999,562.244077773406,84.00000000000318,0.5021572939039061,0.5031472765354436,563.2081503543466,561.0288496456533,290223.45
2024-07-15 09:39:00-04:00,562.46,562.73,562.42,562.72,98947.0,562.72,-0.2599999999999909,562.259,562.3172965774975,84.00000000000318,0.5029257631435939,0.5031029738570737,562.6508592658137,561.8671407341864,166114.7
2024-07-15 09:40:00-04:00,562.71,562.78,562.59,562.65,141077.0,562.72,-0.009999999999990905,562.286,562.368481719421,73.86363636363416,0.49221244687112176,0.5009248684598834,562.7078954722056,561.8641045277943,142032.05
2024-07-15 09:40:00-04:00,562.71,562.78,562.59,562.65,141077.0,562.65,0.06000000000005912,562.313,562.4117922241254,73.86363636363416,0.4782095643570301,0.4963818076393128,562.7560563704121,561.8699436295879,117949.4
2024-07-15 09:41:00-04:00,562.66,562.83,562.61,562.78,146109.0,562.65,0.009999999999990905,562.347,562.46843957426,75.78947368420977,0.47215933373365715,0.4915373128581817,562.8242773661148,561.8697226338852,116663.7
2024-07-15 09:41:00-04:00,562.66,562.83,562.61,562.78,146109.0,562.78,-0.12000000000000455,562.381,562.5163719474507,75.78947368420977,0.46203839140787295,0.48563752856812,562.8805534848303,561.8814465151696,115378.0
2024-07-15 09:42:00-04:00,562.77,562.77,562.64,562.68,109884.0,562.78,-0.009999999999990905,562.413,562.5415454939968,77.4193548387073,0.44086627543856594,0.4766832779422092,562.9024723259704,561.9235276740296,115510.25
2024-07-15 09:42:00-04:00,562.77,562.77,562.64,562.68,109884.0,562.68,0.09000000000003183,562.4449999999999,562.562846187228,77.4193548387073,0.4192543181926567,0.4651974859922987,562.9150951751303,561.9749048248696,115642.5
2024-07-15 09:43:00-04:00,562.67,562.67,561.94,561.97,137739.0,562.68,-0.009999999999990905,562.432,562.4716390815007,41.02564102564158,0.3409058694309124,0.4403391626800215,562.9399825939793,561.9240174060208,115578.7
2024-07-15 09:43:00-04:00,562.67,562.67,561.94,561.97,137739.0,561.97,0.6999999999999318,562.4190000000001,562.3944638381929,41.02564102564158,0.2756367899801262,0.40739868814004243,562.9609225036814,561.8770774963187,115514.9
2024-07-15 09:44:00-04:00,561.96,562.08,561.86,561.87,233503.0,561.97,-0.009999999999990905,562.3979999999999,562.3137770938555,39.506172839505226,0.21338167884368886,0.36859528628077176,562.9911042333138,561.8048957666861,121171.05
2024-07-15 09:44:00-04:00,561.96,562.08,561.86,561.87,233503.0,561.87,0.09000000000003183,562.3770000000001,562.2455036948008,39.506172839505226,0.16217460682696583,0.3273111503900106,563.014300226693,561.7396997733072,126827.2
2024-07-15 09:45:00-04:00,561.89,561.97,561.59,561.69,142171.0,561.87,0.01999999999998181,562.3530000000001,562.1600415879084,24.67532467532496,0.10584798793252048,0.28301851789851257,563.0558992590807,561.6501007409195,127943.25
2024-07-15 09:45:00-04:00,561.89,561.97,561.59,561.69,142171.0,561.69,0.1999999999999318,562.329,562.087727497461,24.67532467532496,0.06051120118695508,0.2385170545562011,563.0886924585471,561.5693075414528,129059.3
2024-07-15 09:46:00-04:00,561.7,561.79,561.4,561.48,102242.0,561.69,0.009999999999990905,562.2905000000001,561.99423095939,8.666666666666373,0.007549203580765607,0.19232348436111402,563.1398086972072,561.441191302793,129705.35
2024-07-15 09:46:00-04:00,561.7,561.79,561.4,561.48,102242.0,561.48,0.22000000000002728,562.2520000000001,561.9151185040993,8.666666666666373,-0.03403126979821991,0.14705253352924724,563.1755993663201,561.3284006336801,130351.4
2024-07-15 09:47:00-04:00,561.51,561.73,561.39,561.73,44598.0,561.48,0.029999999999972715,562.228,561.8866387342379,22.61904761904802,-0.046277723074581445,0.10838648220848152,563.1806826389301,561.2753173610698,126836.05
2024-07-15 09:47:00-04:00,561.51,561.73,561.39,561.73,44598.0,561.73,-0.22000000000002728,562.204,561.862540467432,22.61904761904802,-0.055345141190628055,0.0756401575286596,563.1824283853483,561.2255716146516,123320.7
2024-07-15 09:48:00-04:00,561.73,562.16,561.72,562.06,99397.0,561.73,0.0,562.1835,561.8929188570579,30.851063829785303,-0.03549374351860024,0.05341337731920764,563.155622474411,561.211377525589,124443.7
2024-07-15 09:48:00-04:00,561.73,562.16,561.72,562.06,99397.0,562.06,-0.32999999999992724,562.163,561.9186236482798,30.851063829785303,-0.019536167068849863,0.03882346844159614,563.1269414701558,561.1990585298443,125566.7
2024-07-15 09:49:00-04:00,562.08,562.25,561.88,561.91,89906.0,562.06,0.020000000000095497,562.1225000000001,561.9172969331598,30.051813471501376,-0.018776969940745403,0.027303380765127835,563.0554720478642,561.1895279521359,125114.65
2024-07-15 09:49:00-04:00,562.08,562.25,561.88,561.91,89906.0,561.91,0.17000000000007276,562.082,561.9161743280583,30.051813471501376,-0.017968174812608595,0.01824906964958055,562.9752401103436,561.1887598896564,124662.6
2024-07-15 09:50:00-04:00,561.96,561.98,561.56,561.6,88180.0,561.91,0.05000000000006821,562.0295,561.8675321237416,37.90849673202488,-0.04185908262036264,0.006227439195591911,562.9054349891699,561.1535650108301,122017.75
2024-07-15 09:50:00-04:00,561.96,561.98,561.56,561.6,88180.0,561.6,0.36000000000001364,561.9770000000001,561.8263733354737,37.90849673202488,-0.06010000375033542,-0.007038049393593555,562.8216512827563,561.1323487172439,119372.9
2024-07-15 09:51:00-04:00,561.58,561.67,561.44,561.64,76698.0,561.6,-0.01999999999998181,561.92,561.7977005146316,42.17687074829764,-0.07051554020540607,-0.01973354755595606,562.686756669003,561.1532433309969,115902.35
2024-07-15 09:51:00-04:00,561.58,561.67,561.44,561.64,76698.0,561.64,-0.05999999999994543,561.863,561.773438896996,42.17687074829764,-0.07787226489017485,-0.03136129102279982,562.522572429275,561.2034275707251,112431.8
2024-07-15 09:52:00-04:00,561.62,561.89,561.52,561.87,70828.0,561.64,-0.01999999999998181,561.8225,561.7882944513043,55.921052631577815,-0.06440106896070574,-0.03796924661038101,562.3587982280959,561.2862017719041,110479.0
2024-07-15 09:52:00-04:00,561.62,561.89,561.52,561.87,70828.0,561.87,-0.25,561.7819999999999,561.800864535719,55.921052631577815,-0.05311279785962597,-0.04099795686023,562.1375040898205,561.4264959101794,108526.2
2024-07-15 09:53:00-04:00,561.86,562.2,561.86,562.15,76655.0,561.87,-0.009999999999990905,561.7909999999999,561.8545776840699,71.06918238993842,-0.02132725442879746,-0.037063816373943494,562.1745512728852,561.4074487271147,105472.0
2024-07-15 09:53:00-04:00,561.86,562.2,561.86,562.15,76655.0,562.15,-0.2899999999999636,561.8,561.9000272711361,71.06918238993842,0.0038189947483715514,-0.028887254149480485,562.2088494768512,561.3911505231487,102417.8
2024-07-15 09:54:00-04:00,562.13,562.19,561.89,562.03,128231.0,562.15,-0.01999999999998181,561.808,561.9200230755766,60.27397260273951,0.01390430114361152,-0.020328943090862084,562.2287061732318,561.3872938267682,97154.2
2024-07-15 09:54:00-04:00,562.13,562.19,561.89,562.03,128231.0,562.03,0.10000000000002274,561.816,561.936942602411,60.27397260273951,0.021647440898959758,-0.011933666292897717,562.2476138624984,561.3843861375017,91890.6
2024-07-15 09:55:00-04:00,562.02,562.06,561.88,561.92,105637.0,562.03,-0.009999999999990905,561.8275,561.9343360481939,44.354838709677495,0.018692380127163233,-0.005808457008885528,562.2572306377696,561.3977693622304,90063.9
2024-07-15 09:55:00-04:00,562.02,562.06,561.88,561.92,105637.0,561.92,0.10000000000002274,561.839,561.9321305023179,44.354838709677495,0.0161641429968995,-0.0014139370077285228,562.2655356158217,561.4124643841784,88237.2
2024-07-15 09:56:00-04:00,561.93,562.0,561.86,561.98,112431.0,561.92,0.009999999999990905,561.8639999999999,561.9394950404229,53.0434782608718,0.018785448458970677,0.0026259400856113173,562.259415837058,561.4685841629419,88746.65
2024-07-15 09:56:00-04:00,561.93,562.0,561.86,561.98,112431.0,561.98,-0.05000000000006821,561.8889999999999,561.9457265726655,53.0434782608718,0.020625098624805105,0.006225771793450075,562.2432761337341,561.5347238662657,89256.1
2024-07-15 09:57:00-04:00,561.97,561.98,561.75,561.81,86278.0,561.98,-0.009999999999990905,561.893,561.9248455614862,60.396039603955494,0.008270122559565607,0.006634641946673182,562.2414763829302,561.5445236170699,91340.1
2024-07-15 09:57:00-04:00,561.97,561.98,561.75,561.81,86278.0,561.81,0.16000000000008185,561.897,561.9071770135653,60.396039603955494,-0.0015039484038652517,0.0050069238765654955,562.2393817506007,561.5546182493994,93424.1
2024-07-15 09:58:00-04:00,561.81,561.81,561.62,561.75,72378.0,561.81,0.0,561.8815,561.8829959345552,55.339805825242934,-0.013930882082945573,0.001219362684663282,562.2208662824595,561.5421337175404,92073.15
2024-07-15 09:58:00-04:00,561.81,561.81,561.62,561.75,72378.0,561.75,0.05999999999994543,561.866,561.8625350215467,55.339805825242934,-0.023508327192303113,-0.003726175290729997,562.199302454689,561.532697545311,90722.2
2024-07-15 09:59:00-04:00,561.75,561.97,561.73,561.92,102961.0,561.75,0.0,561.8665,561.8713757874626,52.57731958762645,-0.0171828687772404,-0.006417513988032078,562.2001102358436,561.5328897641564,91374.95
2024-07-15 09:59:00-04:00,561.75,561.97,561.73,561.92,102961.0,561.92,-0.16999999999995907,561.867,561.8788564355453,52.57731958762645,-0.012031209121232678,-0.007540253014672198,562.200914580925,561.533085419075,92027.7
2024-07-15 10:00:00-04:00,561.91,562.18,561.89,562.1,117171.0,561.92,-0.009999999999990905,561.892,561.9128785223845,47.1264367816122,0.006501073619119779,-0.004731987687913802,562.216481773046,561.5675182269541,93477.25
2024-07-15 10:00:00-04:00,561.91,562.18,561.89,562.1,117171.0,562.1,-0.19000000000005457,561.9169999999999,561.9416664420177,47.1264367816122,0.020946582049646167,0.00040372625959819193,562.2232919144034,561.6107080855965,94926.8
2024-07-15 10:01:00-04:00,562.11,562.24,561.99,562.12,79133.0,562.1,0.009999999999990905,561.941,561.9691023740149,55.84415584415719,0.03362102219273311,0.007047185446225176,562.2306749539305,561.6513250460696,95048.55
2024-07-15 10:01:00-04:00,562.11,562.24,561.99,562.12,79133.0,562.12,-0.009999999999990905,561.9649999999999,561.9923173933972,55.84415584415719,0.04316799356183765,0.014271347069347672,562.2279788864614,561.7020211135384,95170.3
2024-07-15 10:02:00-04:00,562.13,562.28,562.08,562.19,73562.0,562.12,0.009999999999990905,561.981,562.0227301021054,68.4931506849347,0.055739917072628486,0.022565061070003837,562.2581964911842,561.7038035088158,95307.0
2024-07-15 10:02:00-04:00,562.13,562.28,562.08,562.19,73562.0,562.19,-0.06000000000005912,561.9970000000001,562.0484639325507,68.4931506849347,0.06495450196484853,0.031042949248972777,562.2839879879916,561.7100120120085,95443.7
2024-07-15 10:03:00-04:00,562.2,562.37,562.13,562.31,105911.0,562.19,0.009999999999990905,562.005,562.0887002506198,70.88607594936344,0.08100633341064167,0.04103562608130656,562.3177130852278,561.6922869147722,96906.5
2024-07-15 10:03:00-04:00,562.2,562.37,562.13,562.31,105911.0,562.31,-0.10999999999989996,562.0129999999999,562.122746365909,70.88607594936344,0.09265940553018481,0.05136038197108221,562.3486752816717,561.6773247183281,98369.3
2024-07-15 10:04:00-04:00,562.3,562.48,562.27,562.47,81629.0,562.31,-0.009999999999990905,562.0350000000001,562.1761700019231,92.30769230769903,0.11349689046119238,0.06378768366910424,562.4281251307283,561.6418748692719,96039.2
2024-07-15 10:04:00-04:00,562.3,562.48,562.27,562.47,81629.0,562.47,-0.17000000000007276,562.057,562.2213746170119,92.30769230769903,0.12852914343602606,0.07673597562248861,562.4955670446135,561.6184329553865,93709.1
2024-07-15 10:05:00-04:00,562.47,562.53,562.24,562.4,74414.0,562.47,0.0,562.0809999999999,562.2488554451638,91.13924050632365,0.1332577844455045,0.0880403373870918,562.5400562400933,561.6219437599065,92147.95
2024-07-15 10:05:00-04:00,562.47,562.53,562.24,562.4,74414.0,562.4,0.07000000000005002,562.105,562.2721084536001,91.13924050632365,0.1354439529350202,0.09752106049667748,562.5785754260947,561.6314245739053,90586.8
2024-07-15 10:06:00-04:00,562.4,562.48,562.28,562.43,69741.0,562.4,0.0,562.1274999999999,562.2963994607386,89.23076923076304,0.13800640456724977,0.10561812931079195,562.618508628921,561.6364913710789,88452.3
2024-07-15 10:06:00-04:00,562.4,562.48,562.28,562.43,69741.0,562.43,-0.029999999999972715,562.15,562.3169533898557,89.23076923076304,0.13844130080815376,0.11218276361026432,562.6536289360771,561.6463710639229,86317.8
2024-07-15 10:07:00-04:00,562.43,562.43,562.3,562.41,52586.0,562.43,0.0,562.18,562.3312682529548,81.63265306121833,0.1356089112441623,0.11686799313704392,562.6696400396338,561.6903599603661,84633.2
2024-07-15 10:07:00-04:00,562.43,562.43,562.3,562.41,52586.0,562.41,0.01999999999998181,562.2099999999999,562.3433808294233,81.63265306121833,0.13184440191344038,0.11986327489232322,562.677197692848,561.7428023071518,82948.6
2024-07-15 10:08:00-04:00,562.42,562.6,562.37,562.59,47243.0,562.41,0.009999999999990905,562.252,562.3813222402813,86.15384615384319,0.14175147406854194,0.12424091472756697,562.6955075505122,561.8084924494877,81691.85
2024-07-15 10:08:00-04:00,562.42,562.6,562.37,562.59,47243.0,562.59,-0.17000000000007276,562.294,562.4134265110073,86.15384615384319,0.14789802377322303,0.12897233653669818,562.6943367003885,561.8936632996115,80435.1
2024-07-15 10:09:00-04:00,562.58,562.75,562.51,562.61,128507.0,562.59,-0.009999999999990905,562.3285,562.443668586237,84.99999999999525,0.15262369064987524,0.1337026073593336,562.7116874627037,561.9453125372962,81712.4
2024-07-15 10:09:00-04:00,562.58,562.75,562.51,562.61,128507.0,562.61,-0.029999999999972715,562.363,562.4692580345082,84.99999999999525,0.15458683489055147,0.13787945286557718,562.7142444043313,562.0117555956688,82989.7
