Datetime,Open,High,Low,Close,Volume,Previous_Close,High-Low,High-Previous_Close,Low-Previous_Close,True_Range,RSI,MACD,MACD_Signal,MACD_Hist,BB_High,BB_Low,BB_Width,Historical_Volatility,Price_Volume,Momentum,Stochastic_Oscillator,Gap,Volume_Change,EMA_50,EMA_200,ATR,MFI,CCI,Consolidation_Range,Keltner_High,Keltner_Low,Donchian_High,Donchian_Low,OBV,CMF
2024-04-10 04:00:00,518.255,518.319,517.922,518.316,301.0,517.648,0.3969999999999345,0.6709999999999354,0.2740000000000009,0.6709999999999354,69.92014196982727,0.011359617415678258,-0.0056653197581747585,0.017024937173853016,518.131000610044,517.677999389956,0.45300122008802646,0.003997446337865934,156013.116,0.3990000000000009,99.55621301776193,0.6069999999999709,-0.9996605207003424,517.9186298861842,517.7703738916549,0.09914285714285143,0.4048336558390986,510.2305560469007,0.6759999999999309,518.0566333333334,517.7378333333334,518.319,517.643,9049008.0,0.25101811783929345
2024-04-10 04:01:00,518.245,518.359,518.241,518.355,319.0,518.316,0.11800000000005184,0.043000000000006366,0.07500000000004547,0.11800000000005184,69.89342806393662,0.04471103489322559,0.0044099511721053105,0.040301083721120276,518.2304000174272,517.6243999825729,0.6060000348543326,0.0039998808291704805,165355.245,0.4379999999999882,99.44134078212025,-0.07100000000002638,0.05980066445182719,517.9357424396673,517.7761910668623,0.10449999999999753,0.4032329711904197,399.5673156933451,0.7160000000000082,518.0848666666666,517.7514666666666,518.359,517.643,9049327.0,0.25171187507045195
2024-04-10 04:02:00,518.365,518.369,518.271,518.276,303.0,518.355,0.09800000000007003,0.014000000000010004,0.08400000000006003,0.09800000000007003,66.97872340425108,0.06402954106624748,0.016333869150933746,0.04769567191531373,518.2862493166436,517.6054506833565,0.6807986332871678,0.004031087745597741,157037.628,0.3589999999999236,87.19008264461782,0.009999999999990905,-0.050156739811912265,517.9490858734058,517.7811642900776,0.10828571428571163,0.40325660262257657,246.0454390636264,0.7259999999999991,518.1118166666665,517.7644166666666,518.369,517.643,9049024.0,0.25149042302406166
2024-04-10 04:03:00,518.216,518.239,518.181,518.186,120.0,518.276,0.057999999999992724,0.036999999999920874,0.0949999999999136,0.0949999999999136,62.213438735179075,0.07125595426668951,0.0273182861740849,0.04393766809260462,518.315894880304,517.6032051196961,0.7126897606078728,0.00407131960999208,62182.32000000001,0.26900000000000546,74.79338842975304,-0.05999999999994543,-0.6039603960396039,517.9583766234683,517.7851925060968,0.11242857142856012,0.4032943840533818,138.41964881087875,0.7259999999999991,518.1338,517.772,518.369,517.643,9048904.0,0.25107604849590215
2024-04-10 04:04:00,518.176,518.269,518.171,518.216,389.0,518.186,0.09799999999995634,0.08299999999996999,0.014999999999986358,0.09799999999995634,61.91235059760766,0.0784988027368172,0.03755438948663136,0.040944413250185836,518.3482363962471,517.6027636037529,0.7454727924941835,0.004072832356385072,201586.024,0.3390000000000555,78.92561983470796,-0.009999999999990905,2.2416666666666667,517.9684795009794,517.7894791478273,0.11635714285712798,0.44533283030754944,120.19941137611238,0.7259999999999991,518.1554166666666,517.7816166666665,518.369,517.643,9049293.0,0.25097081626594914
2024-04-10 04:05:00,518.216,518.309,518.211,518.306,429.0,518.216,0.09799999999995634,0.09299999999996089,0.0049999999999954525,0.09799999999995634,64.46096654274979,0.0904583130455876,0.048135174198422614,0.04232313884716499,518.3944843677742,517.5984156322257,0.7960687355484879,0.0040969642096357365,222353.274,0.40399999999999636,91.3223140495884,0.0,0.10282776349614386,517.9817155989801,517.7946186587942,0.12207142857141662,0.45827714931890284,121.44462528091022,0.7259999999999991,518.1822500000001,517.79385,518.369,517.643,9049722.0,0.25125825934370466
2024-04-10 04:06:00,518.315,518.319,518.281,518.286,163.0,518.306,0.038000000000010914,0.012999999999919964,0.02500000000009095,0.038000000000010914,63.51648351647805,0.09720199419291475,0.05794853819732104,0.03925345599559371,518.4305656479745,517.6042343520254,0.8263312959491032,0.004100484821910396,84480.61799999999,0.3689999999999145,88.56749311293612,0.009000000000014552,-0.62004662004662,517.9936483205888,517.7995080253734,0.12135714285713155,0.4767862873870854,109.86240806679942,0.7259999999999991,518.20245,517.81585,518.369,517.643,9049559.0,0.2516092726665125
2024-04-10 04:07:00,518.206,518.219,518.191,518.196,3863.0,518.286,0.02800000000002001,0.06699999999989359,0.0949999999999136,0.0949999999999136,59.587628865978246,0.09419830285037278,0.0651984911279314,0.028999811722441385,518.4489544423452,517.6147455576547,0.8342088846904971,0.004138915735834476,2001791.148,0.30900000000008276,76.17079889807134,-0.07999999999992724,22.699386503067483,518.0015836805658,517.8034532191508,0.12471428571426811,0.4828786297590284,65.50999336240992,0.7259999999999991,518.2228499999999,517.82585,518.369,517.643,9045696.0,0.24766020929466215
2024-04-10 04:08:00,518.196,518.199,518.062,518.066,663.0,518.196,0.1369999999999436,0.0029999999999290594,0.13400000000001455,0.1369999999999436,56.11650485437118,0.08040112811931976,0.06823901852620907,0.01216210959311069,518.4521497484777,517.6304502515222,0.8216994969554889,0.004210494990633813,343477.75800000003,0.21900000000005093,58.26446280991768,0.0,-0.8283717318146518,518.0041098107397,517.8060656249304,0.1310714285714068,0.48366015320935674,27.266771610542957,0.7259999999999991,518.2435166666666,517.8281166666667,518.369,517.643,9045033.0,0.24698331138019566
2024-04-10 04:09:00,518.086,518.09,518.072,518.076,190.0,518.066,0.018000000000029104,0.02400000000000091,0.005999999999971806,0.02400000000000091,55.686274509803305,0.06947284446255253,0.06848578371347777,0.0009870607490747585,518.4549220268956,517.6475779731046,0.8073440537909846,0.004206092230854682,98434.44,0.42799999999999727,59.641873278235984,0.01999999999998181,-0.7134238310708899,518.006929033848,517.8087515391102,0.12935714285712102,0.1906467393273772,12.801490188533496,0.7259999999999991,518.2525166666666,517.8397166666667,518.369,517.643,9045223.0,0.24680691380548536
