Datetime,Open,High,Low,Close,Volume
2024-04-18 12:44:00-04:00,501.92,501.93,501.75,501.86,30677.0
2024-04-18 12:45:00-04:00,501.87,501.92,501.67,501.74,51384.0
2024-04-18 12:46:00-04:00,501.74,501.86,501.36,501.43,106615.0
2024-04-18 12:47:00-04:00,501.45,501.58,501.15,501.22,201369.0
2024-04-18 12:48:00-04:00,501.22,501.28,500.97,501.27,133756.0
2024-04-18 12:49:00-04:00,501.24,501.34,501.17,501.29,63532.0
2024-04-18 12:50:00-04:00,501.3,501.41,501.06,501.14,78429.0
2024-04-18 12:51:00-04:00,501.15,501.16,500.91,500.94,90657.0
2024-04-18 12:52:00-04:00,500.94,501.07,500.66,501.04,184894.0
2024-04-18 12:53:00-04:00,501.02,501.02,500.86,500.89,86697.0
2024-04-18 12:54:00-04:00,500.88,500.93,500.72,500.86,53182.0
2024-04-18 12:55:00-04:00,500.84,501.13,500.82,501.01,108818.0
2024-04-18 12:56:00-04:00,501.0,501.11,500.94,501.0,75734.0
2024-04-18 12:57:00-04:00,501.01,501.2,500.94,500.99,119167.0
2024-04-18 12:58:00-04:00,500.99,501.01,500.78,500.81,85490.0
2024-04-18 12:59:00-04:00,500.81,500.83,500.62,500.79,106894.0
2024-04-18 13:00:00-04:00,500.79,501.0,500.68,500.98,121110.0
2024-04-18 13:01:00-04:00,500.97,501.14,500.9,501.13,104147.0
2024-04-18 13:02:00-04:00,501.12,501.13,500.9,500.94,59837.0
2024-04-18 13:03:00-04:00,500.95,501.02,500.86,500.94,77861.0
2024-04-18 13:04:00-04:00,500.9,500.9,500.74,500.76,77943.0
2024-04-18 13:05:00-04:00,500.75,500.79,500.54,500.78,151410.0
2024-04-18 13:06:00-04:00,500.78,500.84,500.57,500.57,107770.0
2024-04-18 13:07:00-04:00,500.56,500.72,500.41,500.59,231922.0
2024-04-18 13:08:00-04:00,500.58,500.8,500.52,500.57,87328.0
2024-04-18 13:09:00-04:00,500.59,500.8,500.55,500.79,47753.0
2024-04-18 13:10:00-04:00,500.8,500.81,500.34,500.35,121582.0
2024-04-18 13:11:00-04:00,500.35,500.44,500.02,500.24,258890.0
2024-04-18 13:12:00-04:00,500.23,500.37,500.09,500.17,92555.0
2024-04-18 13:13:00-04:00,500.17,500.28,500.09,500.16,58131.0
2024-04-18 13:14:00-04:00,500.16,500.3,500.1,500.29,55055.0
2024-04-18 13:15:00-04:00,500.28,500.44,500.11,500.12,110914.0
2024-04-18 13:16:00-04:00,500.11,500.2,500.02,500.06,131285.0
2024-04-18 13:17:00-04:00,500.05,500.11,499.44,499.66,393597.0
2024-04-18 13:18:00-04:00,499.67,499.69,499.28,499.38,173552.0
2024-04-18 13:19:00-04:00,499.4,499.71,499.25,499.67,180999.0
2024-04-18 13:20:00-04:00,499.68,499.93,499.51,499.53,195779.0
2024-04-18 13:21:00-04:00,499.53,499.65,499.46,499.6,138829.0
2024-04-18 13:22:00-04:00,499.6,499.66,499.48,499.53,105224.0
2024-04-18 13:23:00-04:00,499.51,499.54,499.33,499.45,140874.0
2024-04-18 13:24:00-04:00,499.44,499.44,498.9,498.92,217916.0
2024-04-18 13:25:00-04:00,498.93,499.45,498.87,499.29,197256.0
2024-04-18 13:26:00-04:00,499.31,499.52,499.26,499.41,101422.0
2024-04-18 13:27:00-04:00,499.4,499.49,499.33,499.42,69645.0
2024-04-18 13:28:00-04:00,499.42,499.7,499.27,499.69,172984.0
2024-04-18 13:29:00-04:00,499.7,500.34,499.7,500.27,324440.0
2024-04-18 13:30:00-04:00,500.27,500.32,500.0,500.15,154510.0
2024-04-18 13:31:00-04:00,500.15,500.15,499.91,499.93,103629.0
2024-04-18 13:32:00-04:00,499.94,499.97,499.63,499.76,127145.0
2024-04-18 13:33:00-04:00,499.73,499.78,499.59,499.67,70169.0
2024-04-18 13:34:00-04:00,499.67,499.78,499.62,499.75,75127.0
2024-04-18 13:35:00-04:00,499.74,499.99,499.68,499.75,102042.0
2024-04-18 13:36:00-04:00,499.75,499.92,499.71,499.77,84539.0
2024-04-18 13:37:00-04:00,499.78,499.78,499.48,499.59,102696.0
2024-04-18 13:38:00-04:00,499.58,499.59,499.37,499.42,135662.0
2024-04-18 13:39:00-04:00,499.42,499.58,499.42,499.54,97729.0
2024-04-18 13:40:00-04:00,499.54,499.68,499.18,499.23,121225.0
2024-04-18 13:41:00-04:00,499.22,499.27,498.94,499.14,210309.0
2024-04-18 13:42:00-04:00,499.13,499.25,499.0,499.15,133952.0
2024-04-18 13:43:00-04:00,499.14,499.7,499.13,499.61,149958.0
2024-04-18 13:44:00-04:00,499.61,499.84,499.58,499.69,98505.0
2024-04-18 13:45:00-04:00,499.69,500.08,499.61,500.05,144814.0
2024-04-18 13:46:00-04:00,500.05,500.1,499.79,499.92,138091.0
2024-04-18 13:47:00-04:00,499.93,499.99,499.78,499.95,75676.0
2024-04-18 13:48:00-04:00,499.97,500.02,499.66,499.72,82793.0
2024-04-18 13:49:00-04:00,499.71,499.87,499.61,499.84,89696.0
2024-04-18 13:50:00-04:00,499.82,499.83,499.57,499.63,86565.0
2024-04-18 13:51:00-04:00,499.63,499.78,499.46,499.47,123149.0
2024-04-18 13:52:00-04:00,499.47,499.47,499.05,499.13,232782.0
2024-04-18 13:53:00-04:00,499.13,499.4,499.13,499.3,171792.0
2024-04-18 13:54:00-04:00,499.28,499.39,499.15,499.31,76322.0
2024-04-18 13:55:00-04:00,499.32,499.5,499.21,499.21,98429.0
2024-04-18 13:56:00-04:00,499.22,499.5,499.18,499.44,85227.0
2024-04-18 13:57:00-04:00,499.44,499.49,499.25,499.3,90438.0
2024-04-18 13:58:00-04:00,499.27,499.64,499.27,499.56,82684.0
2024-04-18 13:59:00-04:00,499.56,499.71,499.56,499.64,108146.0
2024-04-18 14:00:00-04:00,499.63,499.64,499.41,499.59,75695.0
2024-04-18 14:01:00-04:00,499.58,499.63,499.4,499.46,131986.0
2024-04-18 14:02:00-04:00,499.46,499.56,499.3,499.42,117507.0
2024-04-18 14:03:00-04:00,499.44,499.55,499.18,499.4,135104.0
2024-04-18 14:04:00-04:00,499.42,499.5,499.28,499.31,85610.0
2024-04-18 14:05:00-04:00,499.31,499.39,498.99,499.07,155281.0
2024-04-18 14:06:00-04:00,499.06,499.3,499.04,499.25,93712.0
2024-04-18 14:07:00-04:00,499.23,499.45,499.22,499.32,92043.0
2024-04-18 14:08:00-04:00,499.3,499.34,499.05,499.06,128637.0
2024-04-18 14:09:00-04:00,499.05,499.19,498.86,499.06,169115.0
2024-04-18 14:10:00-04:00,499.07,499.18,498.89,498.92,106398.0
2024-04-18 14:11:00-04:00,498.92,499.06,498.7,498.89,195564.0
2024-04-18 14:12:00-04:00,498.87,499.01,498.61,498.99,188119.0
2024-04-18 14:13:00-04:00,499.0,499.41,498.9,499.37,175139.0
2024-04-18 14:14:00-04:00,499.37,499.46,499.16,499.18,141699.0
2024-04-18 14:15:00-04:00,499.17,499.58,499.14,499.55,135011.0
2024-04-18 14:16:00-04:00,499.54,499.88,499.52,499.7,160572.0
2024-04-18 14:17:00-04:00,499.68,499.91,499.55,499.87,118705.0
2024-04-18 14:18:00-04:00,499.87,499.99,499.8,499.89,105211.0
2024-04-18 14:19:00-04:00,499.89,500.01,499.74,499.81,155389.0
2024-04-18 14:20:00-04:00,499.81,499.83,499.64,499.73,130766.0
2024-04-18 14:21:00-04:00,499.73,500.12,499.72,499.85,130163.0
2024-04-18 14:22:00-04:00,499.86,500.23,499.85,500.0,162276.0
2024-04-18 14:23:00-04:00,500.0,500.44,500.0,500.26,152119.0
2024-04-18 14:24:00-04:00,500.28,500.28,499.99,500.02,108435.0
2024-04-18 14:25:00-04:00,500.02,500.26,499.87,500.25,96696.0
2024-04-18 14:26:00-04:00,500.25,500.39,500.17,500.37,89938.0
2024-04-18 14:27:00-04:00,500.36,500.37,500.07,500.07,89432.0
2024-04-18 14:28:00-04:00,500.08,500.08,499.36,499.46,222657.0
2024-04-18 14:29:00-04:00,499.45,499.56,499.34,499.53,154346.0
2024-04-18 14:30:00-04:00,499.55,499.6,499.36,499.4,114944.0
2024-04-18 14:31:00-04:00,499.41,499.41,499.17,499.25,125832.0
2024-04-18 14:32:00-04:00,499.26,499.27,498.97,499.01,146286.0
2024-04-18 14:33:00-04:00,499.02,499.09,498.87,498.96,83043.0
2024-04-18 14:34:00-04:00,498.95,498.97,498.56,498.66,194021.0
2024-04-18 14:35:00-04:00,498.67,499.09,498.63,498.91,192379.0
2024-04-18 14:36:00-04:00,498.9,499.03,498.84,498.89,104667.0
2024-04-18 14:37:00-04:00,498.89,499.34,498.87,499.19,140005.0
2024-04-18 14:38:00-04:00,499.18,499.18,498.91,498.94,120383.0
2024-04-18 14:39:00-04:00,498.94,499.13,498.92,498.96,63149.0
2024-04-18 14:40:00-04:00,498.97,499.1,498.9,499.03,75296.0
2024-04-18 14:41:00-04:00,499.03,499.39,499.02,499.13,115384.0
2024-04-18 14:42:00-04:00,499.14,499.49,499.03,499.48,187446.0
2024-04-18 14:43:00-04:00,499.47,499.61,499.36,499.52,117676.0
2024-04-18 14:44:00-04:00,499.54,499.64,499.44,499.55,74862.0
2024-04-18 14:45:00-04:00,499.54,499.54,499.26,499.47,109607.0
2024-04-18 14:46:00-04:00,499.48,499.68,499.47,499.59,99280.0
2024-04-18 14:47:00-04:00,499.54,499.54,499.19,499.31,134073.0
2024-04-18 14:48:00-04:00,499.36,499.6,499.33,499.52,67737.0
2024-04-18 14:49:00-04:00,499.53,499.67,499.47,499.59,60286.0
2024-04-18 14:50:00-04:00,499.57,499.58,499.25,499.33,53048.0
2024-04-18 14:51:00-04:00,499.33,499.34,499.0,499.22,185400.0
2024-04-18 14:52:00-04:00,499.2,499.44,499.19,499.23,58152.0
2024-04-18 14:53:00-04:00,499.22,499.38,499.1,499.34,64223.0
2024-04-18 14:54:00-04:00,499.33,499.41,499.12,499.19,56229.0
2024-04-18 14:55:00-04:00,499.21,499.33,499.04,499.1,86602.0
2024-04-18 14:56:00-04:00,499.1,499.32,499.0,499.31,66832.0
2024-04-18 14:57:00-04:00,499.3,499.34,499.08,499.1,52843.0
2024-04-18 14:58:00-04:00,499.1,499.17,499.02,499.11,59417.0
2024-04-18 14:59:00-04:00,499.09,499.14,498.85,498.96,101421.0
2024-04-18 15:00:00-04:00,498.96,499.25,498.95,499.08,97843.0
2024-04-18 15:01:00-04:00,499.1,499.45,499.08,499.44,110897.0
2024-04-18 15:02:00-04:00,499.44,499.99,499.43,499.83,223453.0
2024-04-18 15:03:00-04:00,499.82,499.86,499.51,499.56,88392.0
2024-04-18 15:04:00-04:00,499.58,499.8,499.58,499.68,67340.0
2024-04-18 15:05:00-04:00,499.68,499.76,499.53,499.73,87965.0
2024-04-18 15:06:00-04:00,499.76,499.97,499.61,499.74,95733.0
2024-04-18 15:07:00-04:00,499.75,500.09,499.73,499.9,176422.0
2024-04-18 15:08:00-04:00,499.93,500.21,499.87,499.93,103913.0
2024-04-18 15:09:00-04:00,499.95,499.98,499.63,499.76,113080.0
2024-04-18 15:10:00-04:00,499.77,500.05,499.74,500.03,127368.0
2024-04-18 15:11:00-04:00,500.04,500.32,500.03,500.1,232925.0
2024-04-18 15:12:00-04:00,500.11,500.16,499.69,499.81,157805.0
2024-04-18 15:13:00-04:00,499.8,499.84,499.47,499.64,130852.0
2024-04-18 15:14:00-04:00,499.64,499.82,499.63,499.63,88808.0
2024-04-18 15:15:00-04:00,499.65,499.8,499.6,499.7,75677.0
2024-04-18 15:16:00-04:00,499.69,499.77,499.45,499.5,101338.0
2024-04-18 15:17:00-04:00,499.49,499.56,499.27,499.46,224549.0
2024-04-18 15:18:00-04:00,499.45,499.74,499.4,499.66,92524.0
2024-04-18 15:19:00-04:00,499.67,499.69,499.48,499.57,137092.0
2024-04-18 15:20:00-04:00,499.57,499.76,499.49,499.54,140590.0
2024-04-18 15:21:00-04:00,499.56,499.58,499.35,499.54,114269.0
2024-04-18 15:22:00-04:00,499.56,499.64,499.31,499.5,98403.0
2024-04-18 15:23:00-04:00,499.47,499.49,499.29,499.46,65800.0
2024-04-18 15:24:00-04:00,499.46,500.1,499.46,499.79,148636.0
2024-04-18 15:25:00-04:00,499.77,499.84,499.32,499.52,117109.0
2024-04-18 15:26:00-04:00,499.52,499.87,499.5,499.65,160008.0
2024-04-18 15:27:00-04:00,499.65,499.97,499.65,499.96,114453.0
2024-04-18 15:28:00-04:00,499.96,499.96,499.61,499.71,95305.0
2024-04-18 15:29:00-04:00,499.73,499.85,499.68,499.79,87444.0
2024-04-18 15:30:00-04:00,499.8,499.95,499.8,499.86,120297.0
2024-04-18 15:31:00-04:00,499.83,499.99,499.78,499.87,123983.0
2024-04-18 15:32:00-04:00,499.86,500.19,499.86,500.05,238239.0
2024-04-18 15:33:00-04:00,500.05,500.05,499.81,499.99,113521.0
2024-04-18 15:34:00-04:00,499.99,500.2,499.98,500.18,127625.0
2024-04-18 15:35:00-04:00,500.19,500.29,500.08,500.26,140722.0
2024-04-18 15:36:00-04:00,500.26,500.35,500.18,500.32,201246.0
2024-04-18 15:37:00-04:00,500.31,500.34,499.91,499.94,164964.0
2024-04-18 15:38:00-04:00,499.94,500.11,499.8,499.9,157704.0
2024-04-18 15:39:00-04:00,499.89,499.89,499.72,499.74,87749.0
2024-04-18 15:40:00-04:00,499.75,499.87,499.67,499.85,126895.0
2024-04-18 15:41:00-04:00,499.85,499.99,499.85,499.91,79498.0
2024-04-18 15:42:00-04:00,499.91,500.13,499.85,500.07,76834.0
2024-04-18 15:43:00-04:00,500.07,500.33,500.06,500.24,159795.0
2024-04-18 15:44:00-04:00,500.25,500.33,500.08,500.24,157276.0
2024-04-18 15:45:00-04:00,500.21,500.36,500.01,500.04,175867.0
2024-04-18 15:46:00-04:00,500.04,500.2,500.0,500.09,94051.0
2024-04-18 15:47:00-04:00,500.12,500.17,500.02,500.12,91087.0
2024-04-18 15:48:00-04:00,500.15,500.3,500.1,500.23,128464.0
2024-04-18 15:49:00-04:00,500.24,500.34,500.18,500.27,183097.0
2024-04-18 15:50:00-04:00,500.26,500.63,500.17,500.52,407300.0
2024-04-18 15:51:00-04:00,500.5,500.83,500.35,500.43,346538.0
2024-04-18 15:52:00-04:00,500.42,500.46,500.08,500.17,268322.0
2024-04-18 15:53:00-04:00,500.15,500.19,499.76,499.82,276529.0
2024-04-18 15:54:00-04:00,499.83,499.86,499.33,499.46,402276.0
2024-04-18 15:55:00-04:00,499.45,499.5,499.21,499.35,368478.0
2024-04-18 15:56:00-04:00,499.36,499.63,499.29,499.62,454362.0
2024-04-18 15:57:00-04:00,499.63,499.64,499.39,499.61,404280.0
2024-04-18 15:58:00-04:00,499.61,499.63,499.36,499.38,601462.0
2024-04-18 15:59:00-04:00,499.37,499.74,499.34,499.5,1637210.0
2024-04-19 09:30:00-04:00,499.44,499.44,498.92,498.94,553501.0
2024-04-19 09:31:00-04:00,498.94,499.28,498.68,499.27,227811.0
2024-04-19 09:32:00-04:00,499.27,499.54,499.02,499.51,336349.0
2024-04-19 09:33:00-04:00,499.52,499.73,499.24,499.69,187382.0
2024-04-19 09:34:00-04:00,499.68,499.73,499.28,499.33,156193.0
2024-04-19 09:35:00-04:00,499.33,499.47,499.21,499.21,139564.0
2024-04-19 09:36:00-04:00,499.24,499.34,498.75,498.82,201028.0
2024-04-19 09:37:00-04:00,498.83,499.17,498.83,499.11,214596.0
2024-04-19 09:38:00-04:00,499.1,499.27,498.91,499.01,167891.0
2024-04-19 09:39:00-04:00,498.96,499.2,498.84,499.16,152249.0
2024-04-19 09:40:00-04:00,499.16,499.44,498.94,498.94,232308.0
2024-04-19 09:41:00-04:00,498.93,499.68,498.91,499.66,222295.0
2024-04-19 09:42:00-04:00,499.66,499.8,499.33,499.78,134825.0
2024-04-19 09:43:00-04:00,499.75,499.82,499.57,499.82,123843.0
2024-04-19 09:44:00-04:00,499.82,500.12,499.77,500.01,327821.0
2024-04-19 09:45:00-04:00,500.02,500.05,499.83,500.02,156526.0
2024-04-19 09:46:00-04:00,500.02,500.46,500.0,500.32,539798.0
2024-04-19 09:47:00-04:00,500.33,500.34,499.97,500.01,103400.0
2024-04-19 09:48:00-04:00,500.01,500.01,499.52,499.75,182928.0
2024-04-19 09:49:00-04:00,499.75,499.82,499.54,499.55,110420.0
2024-04-19 09:50:00-04:00,499.52,499.6,499.07,499.1,172669.0
2024-04-19 09:51:00-04:00,499.11,499.3,498.99,499.12,112708.0
2024-04-19 09:52:00-04:00,499.08,499.35,498.78,499.23,175604.0
2024-04-19 09:53:00-04:00,499.27,499.54,499.27,499.39,213706.0
2024-04-19 09:54:00-04:00,499.35,499.95,499.35,499.84,133520.0
2024-04-19 09:55:00-04:00,499.81,499.96,499.71,499.8,91772.0
2024-04-19 09:56:00-04:00,499.78,499.82,499.59,499.73,103099.0
2024-04-19 09:57:00-04:00,499.73,500.13,499.62,499.96,64518.0
2024-04-19 09:58:00-04:00,499.97,500.01,499.86,499.99,55512.0
2024-04-19 09:59:00-04:00,499.98,500.0,499.48,499.64,126738.0
2024-04-19 10:00:00-04:00,499.62,499.91,499.43,499.83,135955.0
2024-04-19 10:01:00-04:00,499.87,500.14,499.8,499.84,122930.0
2024-04-19 10:02:00-04:00,499.82,499.83,499.59,499.62,97713.0
2024-04-19 10:03:00-04:00,499.66,499.7,499.44,499.58,75809.0
2024-04-19 10:04:00-04:00,499.58,499.67,499.25,499.56,107007.0
2024-04-19 10:05:00-04:00,499.54,499.67,499.44,499.57,61260.0
2024-04-19 10:06:00-04:00,499.58,499.89,499.54,499.77,74663.0
2024-04-19 10:07:00-04:00,499.76,499.88,499.57,499.76,167668.0
2024-04-19 10:08:00-04:00,499.76,499.9,499.47,499.5,92685.0
2024-04-19 10:09:00-04:00,499.52,499.75,499.39,499.5,108290.0
2024-04-19 10:10:00-04:00,499.51,499.52,499.06,499.3,198894.0
2024-04-19 10:11:00-04:00,499.27,499.41,498.89,498.95,187234.0
2024-04-19 10:12:00-04:00,498.96,499.35,498.91,499.22,150694.0
2024-04-19 10:13:00-04:00,499.21,499.27,498.81,498.93,113063.0
2024-04-19 10:14:00-04:00,498.92,498.97,498.71,498.85,154830.0
2024-04-19 10:15:00-04:00,498.86,498.96,498.48,498.53,219518.0
2024-04-19 10:16:00-04:00,498.53,499.04,498.52,498.87,189558.0
2024-04-19 10:17:00-04:00,498.87,498.99,498.57,498.62,176407.0
2024-04-19 10:18:00-04:00,498.63,498.73,498.28,498.55,245681.0
2024-04-19 10:19:00-04:00,498.55,498.63,498.24,498.3,161594.0
2024-04-19 10:20:00-04:00,498.27,498.36,498.1,498.34,220184.0
2024-04-19 10:21:00-04:00,498.36,498.68,498.33,498.53,209077.0
2024-04-19 10:22:00-04:00,498.53,498.79,498.33,498.36,145617.0
2024-04-19 10:23:00-04:00,498.36,498.55,498.26,498.39,176334.0
2024-04-19 10:24:00-04:00,498.41,498.43,497.86,497.9,260701.0
2024-04-19 10:25:00-04:00,497.91,498.13,497.77,498.01,207718.0
2024-04-19 10:26:00-04:00,498.0,498.0,497.6,497.72,215696.0
2024-04-19 10:27:00-04:00,497.71,498.0,497.71,497.9,141638.0
2024-04-19 10:28:00-04:00,497.9,498.01,497.63,497.74,330518.0
2024-04-19 10:29:00-04:00,497.74,498.49,497.72,498.46,344464.0
2024-04-19 10:30:00-04:00,498.45,498.83,498.31,498.57,220402.0
2024-04-19 10:31:00-04:00,498.57,499.4,498.55,498.65,326739.0
2024-04-19 10:32:00-04:00,498.65,499.0,498.46,498.61,220480.0
2024-04-19 10:33:00-04:00,498.62,498.69,498.39,498.47,147556.0
2024-04-19 10:34:00-04:00,498.49,498.53,498.17,498.43,168424.0
2024-04-19 10:35:00-04:00,498.42,498.44,497.9,498.04,151901.0
2024-04-19 10:36:00-04:00,498.03,498.19,497.93,498.14,112544.0
2024-04-19 10:37:00-04:00,498.14,498.16,497.72,497.77,109357.0
2024-04-19 10:38:00-04:00,497.76,498.0,497.58,497.65,165884.0
2024-04-19 10:39:00-04:00,497.64,497.8,497.6,497.73,119348.0
2024-04-19 10:40:00-04:00,497.73,498.03,497.69,497.85,204510.0
2024-04-19 10:41:00-04:00,497.84,497.92,497.66,497.79,159624.0
2024-04-19 10:42:00-04:00,497.79,498.25,497.79,498.09,176951.0
2024-04-19 10:43:00-04:00,498.09,498.49,498.09,498.33,151735.0
2024-04-19 10:44:00-04:00,498.34,498.71,498.3,498.66,163587.0
2024-04-19 10:45:00-04:00,498.66,498.94,498.59,498.88,186000.0
2024-04-19 10:46:00-04:00,498.88,499.2,498.69,498.71,178447.0
2024-04-19 10:47:00-04:00,498.72,498.86,498.51,498.78,128726.0
2024-04-19 10:48:00-04:00,498.77,498.89,498.62,498.86,148188.0
2024-04-19 10:49:00-04:00,498.86,498.98,498.66,498.8,98675.0
2024-04-19 10:50:00-04:00,498.79,499.05,498.66,498.74,122786.0
2024-04-19 10:51:00-04:00,498.74,498.9,498.55,498.82,107049.0
2024-04-19 10:52:00-04:00,498.81,499.01,498.76,498.9,122864.0
2024-04-19 10:53:00-04:00,498.89,499.13,498.85,499.09,103122.0
2024-04-19 10:54:00-04:00,499.09,499.27,499.0,499.03,190508.0
2024-04-19 10:55:00-04:00,499.02,499.11,498.82,498.9,118617.0
2024-04-19 10:56:00-04:00,498.91,499.05,498.69,498.69,102307.0
2024-04-19 10:57:00-04:00,498.68,498.68,498.35,498.47,221953.0
2024-04-19 10:58:00-04:00,498.46,498.68,498.44,498.55,77468.0
2024-04-19 10:59:00-04:00,498.54,498.77,498.46,498.54,77047.0
2024-04-19 11:00:00-04:00,498.53,498.54,498.11,498.25,119868.0
2024-04-19 11:01:00-04:00,498.23,498.41,498.18,498.29,97346.0
2024-04-19 11:02:00-04:00,498.28,498.43,498.23,498.32,84615.0
2024-04-19 11:03:00-04:00,498.31,498.31,497.88,498.0,171910.0
2024-04-19 11:04:00-04:00,498.01,498.15,497.89,498.05,136228.0
2024-04-19 11:05:00-04:00,498.05,498.26,497.96,498.24,68604.0
2024-04-19 11:06:00-04:00,498.24,498.38,497.96,498.35,84248.0
2024-04-19 11:07:00-04:00,498.35,498.58,498.32,498.52,120215.0
2024-04-19 11:08:00-04:00,498.52,498.71,498.46,498.57,114796.0
2024-04-19 11:09:00-04:00,498.55,498.84,498.53,498.81,126183.0
2024-04-19 11:10:00-04:00,498.82,498.91,498.57,498.59,101393.0
2024-04-19 11:11:00-04:00,498.58,498.64,498.34,498.46,93877.0
2024-04-19 11:12:00-04:00,498.46,498.88,498.38,498.84,130989.0
2024-04-19 11:13:00-04:00,498.82,498.96,498.62,498.66,101158.0
2024-04-19 11:14:00-04:00,498.64,498.64,498.33,498.44,200950.0
2024-04-19 11:15:00-04:00,498.51,498.61,498.26,498.27,183341.0
2024-04-19 11:16:00-04:00,498.27,498.34,498.05,498.17,113043.0
2024-04-19 11:17:00-04:00,498.16,498.2,498.04,498.08,79280.0
2024-04-19 11:18:00-04:00,498.08,498.49,498.08,498.08,183520.0
2024-04-19 11:19:00-04:00,498.09,498.09,497.87,497.92,186448.0
2024-04-19 11:20:00-04:00,497.95,498.08,497.77,497.8,99136.0
2024-04-19 11:21:00-04:00,497.8,498.03,497.78,497.86,124496.0
2024-04-19 11:22:00-04:00,497.83,497.92,497.63,497.8,109105.0
2024-04-19 11:23:00-04:00,497.81,497.91,497.76,497.78,77724.0
2024-04-19 11:24:00-04:00,497.79,497.94,497.67,497.67,62440.0
2024-04-19 11:25:00-04:00,497.68,497.83,497.63,497.81,109116.0
2024-04-19 11:26:00-04:00,497.8,497.89,497.68,497.72,105356.0
2024-04-19 11:27:00-04:00,497.71,497.77,497.63,497.65,78800.0
2024-04-19 11:28:00-04:00,497.67,497.86,497.63,497.64,113097.0
2024-04-19 11:29:00-04:00,497.63,497.95,497.53,497.88,183655.0
2024-04-19 11:30:00-04:00,497.87,498.09,497.8,497.99,141330.0
2024-04-19 11:31:00-04:00,497.98,497.98,497.61,497.67,84271.0
2024-04-19 11:32:00-04:00,497.66,497.83,497.6,497.61,106588.0
2024-04-19 11:33:00-04:00,497.59,497.61,497.51,497.6,83307.0
2024-04-19 11:34:00-04:00,497.61,497.74,497.55,497.57,113496.0
2024-04-19 11:35:00-04:00,497.58,497.8,497.56,497.78,107043.0
2024-04-19 11:36:00-04:00,497.78,497.84,497.25,497.48,246827.0
2024-04-19 11:37:00-04:00,497.49,497.97,497.48,497.87,212362.0
2024-04-19 11:38:00-04:00,497.87,497.92,497.7,497.8,164295.0
2024-04-19 11:39:00-04:00,497.78,498.0,497.76,497.98,139288.0
2024-04-19 11:40:00-04:00,497.98,498.23,497.98,498.03,118390.0
2024-04-19 11:41:00-04:00,498.02,498.17,497.84,497.91,101384.0
2024-04-19 11:42:00-04:00,497.9,498.04,497.6,497.67,85554.0
2024-04-19 11:43:00-04:00,497.65,497.8,497.6,497.79,74713.0
2024-04-19 11:44:00-04:00,497.79,497.96,497.71,497.94,84097.0
2024-04-19 11:45:00-04:00,497.93,498.04,497.87,498.02,66090.0
2024-04-19 11:46:00-04:00,498.0,498.13,497.94,498.06,70543.0
2024-04-19 11:47:00-04:00,498.06,498.25,498.05,498.22,111477.0
2024-04-19 11:48:00-04:00,498.22,498.33,498.02,498.15,125408.0
2024-04-19 11:49:00-04:00,498.16,498.19,497.91,497.98,51357.0
2024-04-19 11:50:00-04:00,497.99,498.2,497.98,498.08,91412.0
2024-04-19 11:51:00-04:00,498.07,498.13,497.8,497.8,118803.0
2024-04-19 11:52:00-04:00,497.8,497.97,497.71,497.72,88382.0
2024-04-19 11:53:00-04:00,497.71,497.82,497.65,497.67,82119.0
2024-04-19 11:54:00-04:00,497.67,497.75,497.55,497.59,147688.0
2024-04-19 11:55:00-04:00,497.59,497.71,497.36,497.37,101788.0
2024-04-19 11:56:00-04:00,497.37,497.49,497.21,497.37,111229.0
2024-04-19 11:57:00-04:00,497.38,497.38,496.98,497.21,165498.0
2024-04-19 11:58:00-04:00,497.22,497.42,497.21,497.24,118459.0
2024-04-19 11:59:00-04:00,497.24,497.25,497.08,497.11,52274.0
2024-04-19 12:00:00-04:00,497.09,497.57,497.06,497.53,142563.0
2024-04-19 12:01:00-04:00,497.54,497.77,497.53,497.56,109316.0
2024-04-19 12:02:00-04:00,497.54,497.59,497.21,497.32,93111.0
2024-04-19 12:03:00-04:00,497.33,497.33,497.1,497.14,64477.0
2024-04-19 12:04:00-04:00,497.13,497.21,496.97,497.07,78978.0
2024-04-19 12:05:00-04:00,497.08,497.14,496.94,497.08,117333.0
2024-04-19 12:06:00-04:00,497.06,497.16,496.86,496.9,80031.0
2024-04-19 12:07:00-04:00,496.9,497.0,496.6,496.62,162484.0
2024-04-19 12:08:00-04:00,496.61,496.97,496.52,496.97,174370.0
2024-04-19 12:09:00-04:00,496.94,497.06,496.85,496.87,90122.0
2024-04-19 12:10:00-04:00,496.86,496.91,496.55,496.58,69271.0
2024-04-19 12:11:00-04:00,496.56,496.63,496.23,496.3,162123.0
2024-04-19 12:12:00-04:00,496.3,496.41,496.18,496.35,145434.0
2024-04-19 12:13:00-04:00,496.33,496.33,496.03,496.08,119881.0
2024-04-19 12:14:00-04:00,496.09,496.19,495.72,495.81,217236.0
2024-04-19 12:15:00-04:00,495.8,495.98,495.58,495.73,360299.0
2024-04-19 12:16:00-04:00,495.73,495.98,495.7,495.97,184577.0
2024-04-19 12:17:00-04:00,495.98,496.04,495.8,495.82,231904.0
2024-04-19 12:18:00-04:00,495.82,495.84,495.56,495.68,159030.0
2024-04-19 12:19:00-04:00,495.66,495.82,495.52,495.54,143260.0
2024-04-19 12:20:00-04:00,495.54,495.84,495.54,495.74,160075.0
