,Open,High,Low,Close,Volume
2024-07-17 06:38:00,560.88,560.9,560.85,560.9,643.0
2024-07-17 06:37:00,560.93,560.93,560.85,560.88,893.0
2024-07-17 06:36:00,560.92,560.95,560.89,560.89,341.0
2024-07-17 06:35:00,560.98,560.98,560.9,560.91,244.0
2024-07-17 06:34:00,560.91,561.04,560.9,560.99,553.0
2024-07-17 06:33:00,560.81,560.91,560.81,560.87,422.0
2024-07-17 06:32:00,560.91,560.91,560.81,560.81,74.0
2024-07-17 06:31:00,560.89,560.96,560.89,560.96,17.0
2024-07-17 06:30:00,560.97,560.99,560.91,560.98,171.0
2024-07-17 06:29:00,561.03,561.07,561.0,561.0,42.0
2024-07-17 06:28:00,561.01,561.03,560.94,561.03,138.0
2024-07-17 06:27:00,561.0,561.04,560.99,561.04,238.0
2024-07-17 06:26:00,560.86,560.98,560.83,560.93,581.0
2024-07-17 06:25:00,560.76,560.76,560.72,560.73,65.0
2024-07-17 06:24:00,560.81,560.81,560.8,560.81,5404.0
2024-07-17 06:23:00,560.7,560.79,560.69,560.79,71.0
2024-07-17 06:22:00,560.82,560.84,560.69,560.69,100.0
2024-07-17 06:21:00,560.83,560.87,560.77,560.82,276.0
2024-07-17 06:20:00,560.89,560.89,560.71,560.87,2228.0
2024-07-17 06:19:00,560.92,560.92,560.89,560.89,532.0
2024-07-17 06:18:00,560.85,560.96,560.85,560.96,199.0
2024-07-17 06:17:00,560.87,560.89,560.85,560.85,124.0
2024-07-17 06:16:00,560.93,560.98,560.86,560.86,1503.0
2024-07-17 06:15:00,561.01,561.01,560.92,560.92,618.0
2024-07-17 06:14:00,560.96,561.0,560.96,560.98,20612.0
2024-07-17 06:13:00,560.9,560.9,560.9,560.9,89.0
2024-07-17 06:12:00,560.91,560.93,560.9,560.9,204.0
2024-07-17 06:11:00,560.96,560.96,560.88,560.9,318.0
2024-07-17 06:10:00,560.92,560.94,560.92,560.92,481.0
2024-07-17 06:09:00,560.92,560.96,560.92,560.96,2.0
2024-07-17 06:08:00,560.92,560.96,560.9,560.95,187.0
2024-07-17 06:07:00,560.96,560.96,560.92,560.92,222.0
2024-07-17 06:06:00,560.9,560.96,560.9,560.96,269.0
2024-07-17 06:05:00,560.9,560.94,560.9,560.94,571.0
2024-07-17 06:04:00,560.92,560.96,560.9,560.96,386.0
2024-07-17 06:03:00,560.9,560.96,560.9,560.92,569.0
2024-07-17 06:02:00,560.95,560.95,560.95,560.95,1.0
2024-07-17 06:01:00,560.91,560.98,560.89,560.96,493.0
2024-07-17 06:00:00,560.88,560.91,560.88,560.91,261.0
2024-07-17 05:59:00,560.88,560.92,560.86,560.92,28.0
2024-07-17 05:58:00,560.9,560.94,560.87,560.92,541.0
2024-07-17 05:57:00,560.78,560.8,560.78,560.8,5.0
2024-07-17 05:56:00,560.8,560.8,560.78,560.8,25.0
2024-07-17 05:55:00,560.75,560.75,560.73,560.73,72.0
2024-07-17 05:54:00,560.79,560.79,560.79,560.79,2.0
2024-07-17 05:53:00,560.76,560.8,560.73,560.79,10031.0
2024-07-17 05:52:00,560.77,560.78,560.71,560.77,202.0
2024-07-17 05:51:00,560.82,560.82,560.77,560.79,407.0
2024-07-17 05:50:00,560.88,560.88,560.77,560.81,257.0
2024-07-17 05:49:00,560.84,560.84,560.8,560.8,37.0
2024-07-17 05:48:00,560.89,560.89,560.83,560.83,188.0
2024-07-17 05:47:00,560.98,560.98,560.88,560.91,344.0
2024-07-17 05:46:00,560.9,561.02,560.9,561.02,1326.0
2024-07-17 05:45:00,560.93,560.93,560.8,560.87,325.0
2024-07-17 05:44:00,560.8,560.92,560.8,560.92,84.0
2024-07-17 05:43:00,560.82,560.82,560.77,560.77,365.0
2024-07-17 05:42:00,560.84,560.86,560.81,560.81,280.0
2024-07-17 05:41:00,560.92,560.92,560.87,560.88,92.0
2024-07-17 05:40:00,560.8,560.85,560.8,560.85,70.0
2024-07-17 05:39:00,560.84,560.85,560.84,560.85,51.0
2024-07-17 05:38:00,560.8,560.8,560.77,560.77,51.0
2024-07-17 05:37:00,560.81,560.87,560.81,560.87,11.0
2024-07-17 05:36:00,560.85,560.85,560.85,560.85,8.0
2024-07-17 05:35:00,560.93,560.93,560.85,560.85,117.0
2024-07-17 05:34:00,560.9,560.9,560.83,560.88,59.0
2024-07-17 05:33:00,560.66,560.83,560.66,560.83,166.0
2024-07-17 05:32:00,560.54,560.6,560.47,560.6,756.0
2024-07-17 05:31:00,560.54,560.57,560.5,560.51,1077.0
2024-07-17 05:30:00,560.65,560.65,560.5,560.52,2183.0
2024-07-17 05:29:00,560.69,560.79,560.66,560.76,762.0
2024-07-17 05:28:00,560.76,560.76,560.7,560.73,186.0
2024-07-17 05:27:00,560.84,560.84,560.77,560.77,197.0
2024-07-17 05:26:00,560.84,560.9,560.84,560.89,11.0
2024-07-17 05:25:00,560.88,560.88,560.88,560.88,1.0
2024-07-17 05:24:00,560.8,560.84,560.74,560.84,72.0
2024-07-17 05:23:00,560.87,560.87,560.82,560.83,330.0
2024-07-17 05:22:00,560.87,560.91,560.87,560.89,197.0
2024-07-17 05:21:00,560.98,560.98,560.89,560.89,132.0
2024-07-17 05:20:00,560.92,561.0,560.9,560.96,108.0
2024-07-17 05:19:00,560.95,560.95,560.9,560.9,16.0
2024-07-17 05:18:00,560.88,560.93,560.88,560.93,265.0
2024-07-17 05:17:00,560.83,560.91,560.83,560.87,1156.0
2024-07-17 05:16:00,560.87,560.92,560.87,560.87,423.0
2024-07-17 05:15:00,560.92,560.92,560.81,560.81,509.0
2024-07-17 05:14:00,560.95,560.95,560.88,560.88,578.0
2024-07-17 05:13:00,560.93,561.0,560.93,561.0,389.0
2024-07-17 05:12:00,560.95,560.95,560.93,560.94,110.0
2024-07-17 05:11:00,560.94,560.95,560.94,560.95,20.0
2024-07-17 05:10:00,560.88,560.89,560.88,560.89,3094.0
2024-07-17 05:09:00,560.87,560.93,560.83,560.91,181.0
2024-07-17 05:08:00,560.79,560.83,560.71,560.83,349.0
2024-07-17 05:07:00,560.76,560.8,560.76,560.78,93.0
2024-07-17 05:06:00,560.78,560.82,560.76,560.8,233.0
2024-07-17 05:05:00,560.75,560.75,560.72,560.75,306.0
2024-07-17 05:04:00,560.84,560.85,560.77,560.8,5262.0
2024-07-17 05:03:00,560.86,560.87,560.75,560.82,5050.0
2024-07-17 05:02:00,560.89,560.89,560.81,560.88,384.0
2024-07-17 05:01:00,560.86,560.88,560.74,560.74,88.0
2024-07-17 05:00:00,560.9,560.9,560.81,560.81,768.0
2024-07-17 04:59:00,560.81,560.86,560.81,560.85,37.0
2024-07-17 04:58:00,560.73,560.79,560.73,560.79,142.0
2024-07-17 04:57:00,560.72,560.73,560.71,560.71,733.0
2024-07-17 04:56:00,560.82,560.82,560.7,560.72,668.0
2024-07-17 04:55:00,560.88,560.9,560.8,560.88,302.0
2024-07-17 04:54:00,560.8,560.89,560.8,560.89,263.0
2024-07-17 04:53:00,560.87,560.92,560.82,560.85,564.0
2024-07-17 04:52:00,560.87,560.94,560.83,560.94,618.0
2024-07-17 04:51:00,560.84,560.84,560.77,560.82,389.0
2024-07-17 04:50:00,560.68,560.82,560.68,560.82,292.0
2024-07-17 04:49:00,560.59,560.64,560.59,560.64,413.0
2024-07-17 04:48:00,560.51,560.58,560.5,560.52,417.0
2024-07-17 04:47:00,560.52,560.54,560.47,560.51,400.0
2024-07-17 04:46:00,560.27,560.48,560.27,560.46,170.0
2024-07-17 04:45:00,560.31,560.35,560.28,560.33,377.0
2024-07-17 04:44:00,560.24,560.32,560.2,560.2,56.0
2024-07-17 04:43:00,560.37,560.38,560.25,560.26,297.0
2024-07-17 04:42:00,560.42,560.42,560.3,560.32,454.0
2024-07-17 04:41:00,560.36,560.43,560.35,560.42,529.0
2024-07-17 04:40:00,560.42,560.43,560.36,560.37,129.0
2024-07-17 04:39:00,560.44,560.44,560.34,560.42,1567.0
2024-07-17 04:38:00,560.4,560.49,560.4,560.41,5097.0
2024-07-17 04:37:00,560.47,560.48,560.32,560.41,455.0
2024-07-17 04:36:00,560.56,560.56,560.34,560.5,1300.0
2024-07-17 04:35:00,560.52,560.63,560.45,560.57,1142.0
2024-07-17 04:34:00,560.44,560.52,560.43,560.45,5123.0
2024-07-17 04:33:00,560.37,560.47,560.36,560.44,404.0
2024-07-17 04:32:00,560.38,560.5,560.38,560.42,383.0
2024-07-17 04:31:00,560.39,560.5,560.34,560.43,618.0
2024-07-17 04:30:00,560.32,560.49,560.32,560.48,631.0
2024-07-17 04:29:00,560.3,560.32,560.2,560.25,482.0
2024-07-17 04:28:00,560.24,560.36,560.23,560.31,5305.0
2024-07-17 04:27:00,560.15,560.31,560.15,560.18,4610.0
2024-07-17 04:26:00,560.15,560.2,560.07,560.15,224.0
2024-07-17 04:25:00,560.13,560.24,560.13,560.19,670.0
2024-07-17 04:24:00,560.29,560.3,560.13,560.13,1047.0
2024-07-17 04:23:00,560.32,560.33,560.24,560.28,759.0
2024-07-17 04:22:00,560.38,560.38,560.26,560.32,400.0
2024-07-17 04:21:00,560.35,560.4,560.2,560.34,463.0
2024-07-17 04:20:00,560.3,560.33,560.26,560.29,447.0
2024-07-17 04:19:00,560.38,560.45,560.32,560.36,744.0
2024-07-17 04:18:00,560.33,560.43,560.3,560.43,413.0
2024-07-17 04:17:00,560.37,560.37,560.26,560.27,915.0
2024-07-17 04:16:00,560.28,560.38,560.22,560.29,1953.0
2024-07-17 04:15:00,560.5,560.58,560.27,560.27,1902.0
2024-07-17 04:14:00,560.46,560.49,560.37,560.49,633.0
2024-07-17 04:13:00,560.79,560.8,560.5,560.5,1939.0
2024-07-17 04:12:00,560.81,560.94,560.8,560.8,715.0
2024-07-17 04:11:00,560.86,560.86,560.78,560.85,291.0
2024-07-17 04:10:00,561.0,561.0,560.84,560.89,430.0
2024-07-17 04:09:00,560.85,560.95,560.83,560.95,660.0
2024-07-17 04:08:00,560.87,561.01,560.86,560.9,492.0
2024-07-17 04:07:00,561.0,561.04,560.84,560.84,913.0
2024-07-17 04:06:00,561.2,561.21,561.0,561.0,1089.0
2024-07-17 04:05:00,561.29,561.32,561.18,561.2,285.0
2024-07-17 04:04:00,561.25,561.33,561.19,561.27,4788.0
2024-07-17 04:03:00,561.13,561.27,561.13,561.27,5916.0
2024-07-17 04:02:00,561.0,561.14,560.96,561.13,913.0
2024-07-17 04:01:00,561.05,561.12,561.01,561.06,7603.0
2024-07-17 04:00:00,562.98,562.98,561.03,561.09,5946.0
2024-07-16 20:00:00,564.86,564.86,564.86,564.86,1271343.0
2024-07-16 19:59:00,564.409,564.41,564.33,564.38,5511.0
2024-07-16 19:58:00,564.44,564.44,564.371,564.41,2792.0
2024-07-16 19:57:00,564.421,564.45,564.41,564.42,526.0
2024-07-16 19:56:00,564.421,564.47,564.421,564.45,630.0
2024-07-16 19:55:00,564.421,564.45,564.421,564.45,333.0
2024-07-16 19:54:00,564.411,564.45,564.411,564.421,322.0
2024-07-16 19:53:00,564.411,564.469,564.41,564.43,132.0
2024-07-16 19:52:00,564.41,564.429,564.41,564.41,14.0
2024-07-16 19:51:00,564.36,564.425,564.36,564.425,1681.0
2024-07-16 19:50:00,564.371,564.41,564.361,564.37,161.0
2024-07-16 19:49:00,564.39,564.419,564.361,564.419,167.0
2024-07-16 19:48:00,564.39,564.419,564.351,564.351,259.0
2024-07-16 19:47:00,564.38,564.4,564.331,564.38,589.0
2024-07-16 19:46:00,564.425,564.45,564.38,564.399,463.0
2024-07-16 19:45:00,564.401,564.44,564.4,564.4,62.0
2024-07-16 19:44:00,564.401,564.44,564.401,564.42,17.0
2024-07-16 19:43:00,564.41,564.45,564.391,564.401,59.0
2024-07-16 19:42:00,564.439,564.449,564.391,564.41,15.0
2024-07-16 19:41:00,564.381,564.42,564.381,564.411,63.0
2024-07-16 19:40:00,564.411,564.45,564.381,564.42,29.0
2024-07-16 19:39:00,564.429,564.49,564.391,564.44,517.0
2024-07-16 19:38:00,564.361,564.42,564.361,564.41,28.0
2024-07-16 19:37:00,564.411,564.43,564.361,564.39,275.0
2024-07-16 19:36:00,564.41,564.439,564.41,564.439,69.0
2024-07-16 19:35:00,564.411,564.45,564.41,564.42,273.0
2024-07-16 19:34:00,564.39,564.43,564.371,564.43,229.0
2024-07-16 19:33:00,564.37,564.4,564.292,564.4,670.0
2024-07-16 19:32:00,564.369,564.38,564.34,564.341,309.0
2024-07-16 19:31:00,564.37,564.39,564.341,564.35,659.0
2024-07-16 19:30:00,564.4,564.4,564.351,564.369,649.0
2024-07-16 19:29:00,564.371,564.45,564.371,564.381,37.0
2024-07-16 19:28:00,564.381,564.429,564.37,564.42,31.0
2024-07-16 19:27:00,564.409,564.42,564.371,564.42,26.0
2024-07-16 19:26:00,564.339,564.39,564.32,564.371,485.0
2024-07-16 19:25:00,564.325,564.34,564.27,564.34,2120.0
2024-07-16 19:24:00,564.31,564.33,564.3,564.32,1580.0
2024-07-16 19:23:00,564.26,564.31,564.26,564.305,714.0
2024-07-16 19:22:00,564.251,564.289,564.251,564.26,438.0
2024-07-16 19:21:00,564.281,564.3,564.22,564.25,835.0
2024-07-16 19:20:00,564.339,564.35,564.3,564.3,1234.0
2024-07-16 19:19:00,564.41,564.43,564.32,564.33,1320.0
2024-07-16 19:18:00,564.471,564.519,564.41,564.41,4703.0
2024-07-16 19:17:00,564.471,564.52,564.451,564.471,40.0
2024-07-16 19:16:00,564.521,564.55,564.45,564.49,215.0
2024-07-16 19:15:00,564.491,564.569,564.491,564.521,26.0
2024-07-16 19:14:00,564.501,564.54,564.452,564.501,73.0
2024-07-16 19:13:00,564.511,564.555,564.461,564.491,559.0
2024-07-16 19:12:00,564.531,564.56,564.51,564.54,826.0
2024-07-16 19:11:00,564.529,564.588,564.51,564.53,1401.0
2024-07-16 19:10:00,564.58,564.58,564.5,564.51,113.0
2024-07-16 19:09:00,564.521,564.57,564.501,564.531,88.0
2024-07-16 19:08:00,564.608,564.63,564.52,564.52,188.0
2024-07-16 19:07:00,564.621,564.64,564.521,564.54,4269.0
2024-07-16 19:06:00,564.601,564.649,564.601,564.64,172.0
2024-07-16 19:05:00,564.601,564.66,564.592,564.649,112.0
2024-07-16 19:04:00,564.658,564.67,564.591,564.601,80.0
2024-07-16 19:03:00,564.711,564.739,564.602,564.635,469.0
2024-07-16 19:02:00,564.731,564.769,564.71,564.711,116.0
2024-07-16 19:01:00,564.731,564.779,564.731,564.731,45.0
2024-07-16 19:00:00,564.731,564.78,564.721,564.731,24.0
2024-07-16 18:59:00,564.751,564.8,564.721,564.721,145.0
2024-07-16 18:58:00,564.77,564.779,564.66,564.751,267.0
2024-07-16 18:57:00,564.731,564.77,564.71,564.721,40.0
2024-07-16 18:56:00,564.74,564.77,564.711,564.731,1603.0
2024-07-16 18:55:00,564.711,564.759,564.711,564.73,303.0
2024-07-16 18:54:00,564.691,564.74,564.691,564.691,229.0
2024-07-16 18:53:00,564.691,564.739,564.69,564.691,58.0
2024-07-16 18:52:00,564.71,564.769,564.691,564.691,448.0
2024-07-16 18:51:00,564.711,564.735,564.71,564.71,77.0
2024-07-16 18:50:00,564.721,564.76,564.71,564.711,484.0
2024-07-16 18:49:00,564.701,564.75,564.681,564.721,36.0
2024-07-16 18:48:00,564.711,564.758,564.701,564.701,82.0
2024-07-16 18:47:00,564.721,564.75,564.701,564.711,114.0
2024-07-16 18:46:00,564.768,564.798,564.711,564.75,33.0
2024-07-16 18:45:00,564.741,564.789,564.73,564.731,79.0
2024-07-16 18:44:00,564.809,564.85,564.751,564.752,1600.0
2024-07-16 18:43:00,564.741,564.81,564.74,564.771,248.0
2024-07-16 18:42:00,564.731,564.809,564.73,564.741,136.0
2024-07-16 18:41:00,564.731,564.76,564.7,564.731,2119.0
2024-07-16 18:40:00,564.73,564.77,564.711,564.77,273.0
2024-07-16 18:39:00,564.721,564.78,564.72,564.73,211.0
2024-07-16 18:38:00,564.725,564.75,564.7,564.72,171.0
2024-07-16 18:37:00,564.711,564.74,564.701,564.701,1132.0
2024-07-16 18:36:00,564.721,564.75,564.68,564.711,4957.0
2024-07-16 18:35:00,564.752,564.828,564.721,564.721,31.0
2024-07-16 18:34:00,564.731,564.83,564.73,564.752,3112.0
2024-07-16 18:33:00,564.721,564.77,564.72,564.731,481.0
2024-07-16 18:32:00,564.741,564.79,564.721,564.769,74.0
2024-07-16 18:31:00,564.701,564.77,564.701,564.721,391.0
2024-07-16 18:30:00,564.86,564.86,564.701,564.701,1271389.0
2024-07-16 18:29:00,564.701,564.778,564.7,564.711,570.0
2024-07-16 18:28:00,564.681,564.729,564.681,564.729,31.0
2024-07-16 18:27:00,564.681,564.74,564.68,564.719,111.0
2024-07-16 18:26:00,564.72,564.76,564.681,564.719,164.0
2024-07-16 18:25:00,564.661,564.76,564.66,564.682,185.0
2024-07-16 18:24:00,564.74,564.786,564.65,564.661,47.0
2024-07-16 18:23:00,564.653,564.76,564.65,564.653,173.0
2024-07-16 18:22:00,564.622,564.76,564.62,564.653,5126.0
2024-07-16 18:21:00,564.73,564.73,564.62,564.622,736.0
2024-07-16 18:20:00,564.751,564.789,564.692,564.692,1338.0
2024-07-16 18:19:00,564.751,564.79,564.75,564.751,70.0
2024-07-16 18:18:00,564.702,564.79,564.702,564.751,244.0
2024-07-16 18:17:00,564.692,564.79,564.69,564.702,230.0
2024-07-16 18:16:00,564.692,564.79,564.692,564.73,61.0
2024-07-16 18:15:00,564.7,564.79,564.683,564.692,166.0
2024-07-16 18:14:00,564.702,564.79,564.68,564.683,252.0
2024-07-16 18:13:00,564.71,564.75,564.672,564.75,198.0
2024-07-16 18:12:00,564.748,564.75,564.67,564.71,147.0
2024-07-16 18:11:00,564.64,564.75,564.63,564.672,643.0
2024-07-16 18:10:00,564.611,564.65,564.611,564.621,80.0
2024-07-16 18:09:00,564.61,564.649,564.61,564.63,45.0
2024-07-16 18:08:00,564.62,564.66,564.61,564.635,542.0
2024-07-16 18:07:00,564.631,564.67,564.601,564.61,2879.0
2024-07-16 18:06:00,564.68,564.698,564.63,564.63,1781.0
2024-07-16 18:05:00,564.681,564.72,564.68,564.68,32.0
2024-07-16 18:04:00,564.672,564.76,564.67,564.682,207.0
2024-07-16 18:03:00,564.761,564.77,564.614,564.662,881.0
2024-07-16 18:02:00,564.711,564.79,564.7,564.761,1896.0
2024-07-16 18:01:00,564.554,564.74,564.554,564.73,823.0
2024-07-16 18:00:00,564.64,564.65,564.511,564.522,12856.0
2024-07-16 17:59:00,564.671,564.73,564.641,564.7,2700.0
2024-07-16 17:58:00,564.671,564.7,564.67,564.671,326.0
2024-07-16 17:57:00,564.671,564.7,564.67,564.671,406.0
2024-07-16 17:56:00,564.67,564.7,564.67,564.685,153.0
2024-07-16 17:55:00,564.67,564.68,564.67,564.67,209.0
2024-07-16 17:54:00,564.67,564.68,564.67,564.67,207.0
2024-07-16 17:53:00,564.661,564.69,564.661,564.67,337.0
2024-07-16 17:52:00,564.661,564.689,564.66,564.661,127.0
2024-07-16 17:51:00,564.641,564.689,564.64,564.661,239.0
2024-07-16 17:50:00,564.632,564.69,564.63,564.641,45.0
2024-07-16 17:49:00,564.71,564.71,564.622,564.632,251.0
2024-07-16 17:48:00,564.7,564.71,564.622,564.622,237.0
2024-07-16 17:47:00,564.7,564.71,564.7,564.7,283.0
2024-07-16 17:46:00,564.7,564.71,564.7,564.7,51.0
2024-07-16 17:45:00,564.7,564.71,564.7,564.705,837.0
2024-07-16 17:44:00,564.705,564.71,564.7,564.7,213.0
2024-07-16 17:43:00,564.71,564.86,564.7,564.7,611.0
2024-07-16 17:42:00,564.73,564.73,564.7,564.7,4930.0
2024-07-16 17:41:00,564.71,564.73,564.71,564.729,136.0
2024-07-16 17:40:00,564.71,564.73,564.71,564.71,182.0
2024-07-16 17:39:00,564.71,564.79,564.71,564.72,267.0
2024-07-16 17:38:00,564.726,564.73,564.71,564.71,280.0
2024-07-16 17:37:00,564.71,564.73,564.71,564.72,242.0
2024-07-16 17:36:00,564.71,564.73,564.71,564.71,325.0
2024-07-16 17:35:00,564.73,564.73,564.71,564.71,310.0
2024-07-16 17:34:00,564.71,564.73,564.71,564.71,532.0
2024-07-16 17:33:00,564.701,564.73,564.701,564.71,78.0
2024-07-16 17:32:00,564.71,564.73,564.7,564.7,298.0
2024-07-16 17:31:00,564.701,564.73,564.7,564.701,538.0
2024-07-16 17:30:00,564.701,564.73,564.7,564.701,148.0
2024-07-16 17:29:00,564.601,564.73,564.6,564.701,2866.0
2024-07-16 17:28:00,564.611,564.65,564.6,564.65,1091.0
2024-07-16 17:27:00,564.601,564.65,564.601,564.63,111.0
2024-07-16 17:26:00,564.68,564.68,564.601,564.601,127.0
2024-07-16 17:25:00,564.602,564.69,564.6,564.602,525.0
2024-07-16 17:24:00,564.602,564.69,564.6,564.602,62.0
2024-07-16 17:23:00,564.602,564.69,564.6,564.602,355.0
2024-07-16 17:22:00,564.64,564.69,564.601,564.602,161.0
2024-07-16 17:21:00,564.645,564.69,564.601,564.602,501.0
2024-07-16 17:20:00,564.602,564.69,564.6,564.602,315.0
2024-07-16 17:19:00,564.602,564.69,564.6,564.602,924.0
2024-07-16 17:18:00,564.603,564.72,564.6,564.602,208.0
2024-07-16 17:17:00,564.603,564.72,564.6,564.603,210.0
2024-07-16 17:16:00,564.66,564.72,564.603,564.603,38.0
2024-07-16 17:15:00,564.603,564.727,564.6,564.603,134.0
2024-07-16 17:14:00,564.601,564.73,564.601,564.603,5109.0
2024-07-16 17:13:00,564.615,564.63,564.513,564.601,162.0
2024-07-16 17:12:00,564.511,564.63,564.51,564.6,825.0
2024-07-16 17:11:00,564.511,564.56,564.51,564.53,485.0
2024-07-16 17:10:00,564.53,564.55,564.51,564.53,318.0
2024-07-16 17:09:00,564.491,564.55,564.49,564.511,222.0
2024-07-16 17:08:00,564.5,564.55,564.49,564.491,1679.0
2024-07-16 17:07:00,564.525,564.53,564.49,564.5,8733.0
2024-07-16 17:06:00,564.55,564.55,564.491,564.525,1476.0
2024-07-16 17:05:00,564.491,564.55,564.491,564.501,275.0
2024-07-16 17:04:00,564.483,564.626,564.48,564.493,131.0
2024-07-16 17:03:00,564.423,564.62,564.423,564.55,1281.0
2024-07-16 17:02:00,564.367,564.62,564.352,564.48,29253.0
2024-07-16 17:01:00,564.62,564.63,564.45,564.623,1222.0
2024-07-16 17:00:00,564.61,564.62,564.552,564.561,1643.0
2024-07-16 16:59:00,564.61,564.63,564.61,564.62,163.0
2024-07-16 16:58:00,564.611,564.64,564.59,564.61,857.0
2024-07-16 16:57:00,564.601,564.64,564.6,564.611,163.0
2024-07-16 16:56:00,564.641,564.86,564.601,564.62,33535.0
2024-07-16 16:55:00,564.651,564.689,564.641,564.641,36.0
2024-07-16 16:54:00,564.675,564.7,564.651,564.651,148.0
2024-07-16 16:53:00,564.641,564.689,564.63,564.689,102.0
2024-07-16 16:52:00,564.68,564.86,564.631,564.631,3793.0
2024-07-16 16:51:00,564.691,564.72,564.681,564.695,853.0
2024-07-16 16:50:00,564.701,564.73,564.67,564.701,8880.0
2024-07-16 16:49:00,564.71,564.73,564.7,564.701,1019.0
2024-07-16 16:48:00,564.701,564.73,564.7,564.729,91.0
2024-07-16 16:47:00,564.671,564.719,564.67,564.7,18923.0
2024-07-16 16:46:00,564.645,564.685,564.621,564.671,20906.0
2024-07-16 16:45:00,564.661,564.68,564.63,564.631,408.0
2024-07-16 16:44:00,564.66,564.675,564.63,564.661,35997.0
2024-07-16 16:43:00,564.67,564.85,564.64,564.67,47997.0
2024-07-16 16:42:00,564.7,564.71,564.65,564.651,2270.0
2024-07-16 16:41:00,564.725,564.73,564.7,564.7,246.0
2024-07-16 16:40:00,564.7,564.73,564.69,564.72,563.0
2024-07-16 16:39:00,564.671,564.7,564.67,564.691,14257.0
2024-07-16 16:38:00,564.64,564.7,564.64,564.671,119.0
2024-07-16 16:37:00,564.67,564.68,564.64,564.64,4193.0
2024-07-16 16:36:00,564.67,564.689,564.651,564.651,33.0
2024-07-16 16:35:00,564.641,564.69,564.641,564.67,385.0
2024-07-16 16:34:00,564.64,564.67,564.63,564.641,2370.0
2024-07-16 16:33:00,564.651,564.68,564.641,564.641,414.0
2024-07-16 16:32:00,564.65,564.68,564.641,564.651,2319.0
2024-07-16 16:31:00,564.651,564.679,564.631,564.669,73.0
2024-07-16 16:30:00,564.65,564.689,564.63,564.689,1039.0
2024-07-16 16:29:00,564.671,564.7,564.65,564.651,1136.0
2024-07-16 16:28:00,564.651,564.7,564.65,564.66,1234.0
2024-07-16 16:27:00,564.61,564.67,564.61,564.651,6364.0
2024-07-16 16:26:00,564.581,564.62,564.581,564.61,446.0
2024-07-16 16:25:00,564.55,564.62,564.54,564.6,3659.0
2024-07-16 16:24:00,564.54,564.58,564.54,564.565,2082.0
2024-07-16 16:23:00,564.54,564.57,564.54,564.541,78.0
2024-07-16 16:22:00,564.541,564.59,564.54,564.541,1724.0
2024-07-16 16:21:00,564.57,564.58,564.511,564.551,2583.0
2024-07-16 16:20:00,564.591,564.86,564.541,564.541,14913.0
2024-07-16 16:19:00,564.611,564.64,564.58,564.61,1839.0
2024-07-16 16:18:00,564.681,564.72,564.59,564.621,44697.0
2024-07-16 16:17:00,564.691,564.73,563.36,564.691,2468.0
2024-07-16 16:16:00,564.65,564.755,564.62,564.71,41608.0
2024-07-16 16:15:00,564.56,564.86,564.53,564.6,8713.0
2024-07-16 16:14:00,564.55,564.86,564.55,564.57,5279.0
2024-07-16 16:13:00,564.55,564.6,564.5,564.55,6267.0
2024-07-16 16:12:00,564.61,564.62,564.521,564.541,11946.0
2024-07-16 16:11:00,564.611,564.64,564.59,564.61,8652.0
2024-07-16 16:10:00,564.86,564.86,564.57,564.611,1330280.0
2024-07-16 16:09:00,564.57,564.847,564.55,564.661,2206842.0
2024-07-16 16:08:00,564.51,564.58,564.46,564.541,70911.0
2024-07-16 16:07:00,564.54,564.827,564.45,564.48,364544.0
2024-07-16 16:06:00,564.44,564.54,564.4,564.53,34760.0
2024-07-16 16:05:00,564.41,564.47,564.26,564.425,26716.0
2024-07-16 16:04:00,564.37,564.52,564.34,564.425,10314.0
2024-07-16 16:03:00,564.451,564.51,564.34,564.37,59118.0
2024-07-16 16:02:00,564.53,564.86,564.41,564.44,106401.0
2024-07-16 16:01:00,564.55,565.39,564.52,564.53,127448.0
2024-07-16 16:00:00,564.82,564.86,564.55,564.57,2760140.0
2024-07-16 15:59:00,565.13,565.135,564.54,564.845,877165.0
2024-07-16 15:58:00,564.935,565.13,564.88,565.13,528296.0
2024-07-16 15:57:00,564.86,564.99,564.8,564.935,216765.0
2024-07-16 15:56:00,564.965,565.01,564.81,564.85,239524.0
2024-07-16 15:55:00,564.95,565.16,564.84,564.97,302963.0
2024-07-16 15:54:00,564.8,564.97,564.795,564.94,736779.0
2024-07-16 15:53:00,564.71,565.0,564.685,564.79,291911.0
2024-07-16 15:52:00,564.775,564.815,564.65,564.71,216589.0
2024-07-16 15:51:00,564.68,564.87,564.54,564.77,419541.0
2024-07-16 15:50:00,564.12,564.72,564.05,564.675,276057.0
2024-07-16 15:49:00,564.34,564.35,564.09,564.12,148323.0
2024-07-16 15:48:00,564.15,564.37,564.14,564.35,127824.0
2024-07-16 15:47:00,564.1,564.31,564.1,564.144,261749.0
2024-07-16 15:46:00,564.2,564.23,564.01,564.105,122461.0
2024-07-16 15:45:00,564.33,564.36,564.15,564.21,133393.0
2024-07-16 15:44:00,564.28,564.35,564.26,564.32,105187.0
2024-07-16 15:43:00,564.317,564.34,564.16,564.3,430590.0
2024-07-16 15:42:00,564.44,564.5,564.29,564.31,123300.0
2024-07-16 15:41:00,564.525,564.53,564.4,564.44,78857.0
